指标名称,钢材价格指数:螺纹钢:Φ12-25,收盘价:螺纹指数,热卷:中国:市场价,收盘价:热卷指数
2011/11/11,123.32,4174.84 ,684,
2011/11/14,,4207.82 ,,
2011/11/15,,4173.27 ,,
2011/11/16,,4154.26 ,,
2011/11/17,,4196.66 ,684,
2011/11/18,125.57,4173.92 ,,
2011/11/21,,4103.23 ,,
2011/11/22,,4107.95 ,,
2011/11/23,,4060.61 ,,
2011/11/24,,4092.71 ,,
2011/11/25,125.77,4069.16 ,677,
2011/11/28,,4106.71 ,,
2011/11/29,,4145.79 ,,
2011/11/30,,4095.72 ,,
2011/12/1,,4188.30 ,678,
2011/12/2,124.4,4177.72 ,,
2011/12/5,,4177.44 ,,
2011/12/6,,4172.44 ,,
2011/12/7,,4193.31 ,,
2011/12/8,,4187.88 ,,
2011/12/9,124.37,4180.37 ,682,
2011/12/12,,4178.86 ,,
2011/12/13,,4162.45 ,,
2011/12/14,,4164.11 ,,
2011/12/15,,4135.10 ,,
2011/12/16,123.46,4197.49 ,682,
2011/12/19,,4178.50 ,,
2011/12/20,,4181.27 ,,
2011/12/21,,4187.26 ,,
2011/12/22,,4210.10 ,682,
2011/12/23,123.66,4229.62 ,,
2011/12/26,,4229.58 ,,
2011/12/27,,4238.05 ,,
2011/12/28,,4238.97 ,,
2011/12/29,,4202.44 ,,
2011/12/30,123.4,4209.12 ,681,
2012/1/4,,4159.16 ,,
2012/1/5,,4177.30 ,,
2012/1/6,122.66,4194.34 ,669,
2012/1/9,,4183.77 ,,
2012/1/10,,4213.38 ,,
2012/1/11,,4222.04 ,,
2012/1/12,,4221.02 ,672,
2012/1/13,121.78,4226.79 ,,
2012/1/16,,4236.43 ,,
2012/1/17,,4293.03 ,,
2012/1/18,,4302.83 ,672,
2012/1/19,,4312.17 ,,
2012/1/20,121.32,4324.41 ,,
2012/1/30,,4321.37 ,,
2012/1/31,,4298.88 ,,
2012/2/1,,4286.95 ,,
2012/2/2,,4319.13 ,,
2012/2/3,122.38,4333.39 ,676,
2012/2/6,,4330.71 ,,
2012/2/7,,4275.72 ,,
2012/2/8,,4337.11 ,,
2012/2/9,,4299.09 ,,
2012/2/10,121.86,4287.54 ,676,
2012/2/13,,4262.95 ,,
2012/2/14,,4254.33 ,,
2012/2/15,,4194.65 ,,
2012/2/16,,4171.68 ,667,
2012/2/17,119.64,4158.06 ,,
2012/2/20,,4179.78 ,,
2012/2/21,,4229.48 ,,
2012/2/22,,4246.58 ,,
2012/2/23,,4230.10 ,,
2012/2/24,119.98,4230.12 ,672,
2012/2/27,,4279.83 ,,
2012/2/28,,4293.19 ,,
2012/2/29,,4297.54 ,,
2012/3/1,,4279.20 ,,
2012/3/2,121.15,4295.00 ,676,
2012/3/5,,4264.43 ,,
2012/3/6,,4264.35 ,,
2012/3/7,,4250.34 ,,
2012/3/8,,4277.44 ,,
2012/3/9,122.89,4312.97 ,678,
2012/3/12,,4327.77 ,,
2012/3/13,,4332.70 ,,
2012/3/14,,4317.57 ,,
2012/3/15,,4331.22 ,681,
2012/3/16,124.2,4329.26 ,,
2012/3/19,,4337.06 ,,
2012/3/20,,4328.02 ,,
2012/3/21,,4353.05 ,,
2012/3/22,,4349.64 ,,
2012/3/23,124.2,4341.99 ,681,
2012/3/26,,4348.80 ,,
2012/3/27,,4362.11 ,,
2012/3/28,,4340.10 ,,
2012/3/29,,4317.19 ,,
2012/3/30,124.52,4320.92 ,681,
2012/4/5,,4349.78 ,,
2012/4/6,124.69,4379.73 ,685,
2012/4/9,,4374.80 ,,
2012/4/10,,4380.20 ,,
2012/4/11,,4374.21 ,,
2012/4/12,,4389.95 ,,
2012/4/13,125.48,4375.05 ,688,
2012/4/16,,4327.95 ,,
2012/4/17,,4320.32 ,,
2012/4/18,,4339.68 ,,
2012/4/19,,4312.89 ,,
2012/4/20,125.2,4310.96 ,687,
2012/4/23,,4280.02 ,,
2012/4/24,,4268.96 ,,
2012/4/25,,4272.65 ,,
2012/4/26,,4288.34 ,,
2012/4/27,124.09,4266.63 ,683,
2012/5/2,,4244.38 ,,
2012/5/3,,4238.44 ,683,
2012/5/4,123.4,4254.98 ,,
2012/5/7,,4220.95 ,,
2012/5/8,,4212.57 ,,
2012/5/9,,4185.20 ,,
2012/5/10,,4189.76 ,,
2012/5/11,122.41,4149.44 ,669,
2012/5/14,,4133.97 ,,
2012/5/15,,4088.22 ,,
2012/5/16,,4048.57 ,,
2012/5/17,,4089.57 ,,
2012/5/18,120.38,4071.44 ,658,
2012/5/21,,4087.98 ,,
2012/5/22,,4073.14 ,,
2012/5/23,,4018.95 ,,
2012/5/24,,4026.07 ,,
2012/5/25,118.56,4036.89 ,654,
2012/5/28,,4089.62 ,,
2012/5/29,,4114.49 ,,
2012/5/30,,4099.50 ,,
2012/5/31,,4101.62 ,,
2012/6/1,117.73,4094.14 ,655,
2012/6/4,,4031.20 ,,
2012/6/5,,4081.86 ,,
2012/6/6,,4093.01 ,,
2012/6/7,,4098.31 ,,
2012/6/8,117.25,4104.28 ,655,
2012/6/11,,4118.63 ,,
2012/6/12,,4095.58 ,,
2012/6/13,,4098.11 ,655,
2012/6/14,,4105.96 ,,
2012/6/15,117.56,4117.83 ,,
2012/6/18,,4125.71 ,,
2012/6/19,,4122.89 ,,
2012/6/20,,4140.09 ,,
2012/6/21,,4115.31 ,651,
2012/6/22,117.25,,,
2012/6/25,,4102.26 ,,
2012/6/26,,4073.32 ,,
2012/6/27,,4059.34 ,,
2012/6/28,,4079.94 ,,
2012/6/29,117.42,4060.20 ,644,
2012/7/2,,4033.11 ,,
2012/7/3,,4069.29 ,,
2012/7/4,,4079.23 ,,
2012/7/5,,4085.31 ,,
2012/7/6,116.08,4078.47 ,643,
2012/7/9,,4035.56 ,,
2012/7/10,,3967.38 ,,
2012/7/11,,3955.04 ,,
2012/7/12,,3945.75 ,,
2012/7/13,114.45,3962.64 ,628,
2012/7/16,,3906.48 ,,
2012/7/17,,3873.21 ,,
2012/7/18,,3877.01 ,,
2012/7/19,,3838.25 ,,
2012/7/20,112.71,3760.00 ,600,
2012/7/23,,3706.88 ,,
2012/7/24,,3722.56 ,,
2012/7/25,,3718.07 ,,
2012/7/26,,3733.72 ,,
2012/7/27,107.73,3773.86 ,582,
2012/7/30,,3769.06 ,,
2012/7/31,,3782.29 ,,
2012/8/1,,3712.92 ,,
2012/8/2,,3680.62 ,,
2012/8/3,107.27,3680.30 ,568,
2012/8/6,,3690.31 ,,
2012/8/7,,3693.65 ,,
2012/8/8,,3673.66 ,,
2012/8/9,,3695.79 ,565,
2012/8/10,104.9,3724.09 ,,
2012/8/13,,3687.64 ,,
2012/8/14,,3670.85 ,,
2012/8/15,,3673.48 ,,
2012/8/16,,3663.02 ,,
2012/8/17,105.16,3630.70 ,568,
2012/8/20,,3611.77 ,,
2012/8/21,,3596.11 ,,
2012/8/22,,3563.26 ,,
2012/8/23,,3547.03 ,,
2012/8/24,103.93,3514.26 ,549,
2012/8/27,,3518.74 ,,
2012/8/28,,3462.53 ,,
2012/8/29,,3452.75 ,,
2012/8/30,,3448.07 ,540,
2012/8/31,102,3419.76 ,,
2012/9/3,,3359.86 ,,
2012/9/4,,3289.72 ,,
2012/9/5,,3235.11 ,,
2012/9/6,,3279.90 ,,
2012/9/7,100.4,3414.42 ,517,
2012/9/10,,3502.16 ,,
2012/9/11,,3469.18 ,,
2012/9/12,,3466.12 ,,
2012/9/13,,3462.63 ,,
2012/9/14,100.74,3567.08 ,546,
2012/9/17,,3562.53 ,,
2012/9/18,,3589.96 ,,
2012/9/19,,3643.52 ,,
2012/9/20,,3492.83 ,586,
2012/9/21,102.68,3487.95 ,,
2012/9/24,,3552.74 ,,
2012/9/25,,3555.45 ,,
2012/9/26,,3538.52 ,,
2012/9/27,,3576.85 ,,
2012/9/28,104.9,3604.96 ,574,
2012/10/8,,3661.36 ,,
2012/10/9,,3676.54 ,,
2012/10/10,,3690.26 ,,
2012/10/11,,3641.85 ,600,
2012/10/12,108.61,3643.92 ,,
2012/10/15,,3576.11 ,,
2012/10/16,,3602.93 ,,
2012/10/17,,3645.97 ,,
2012/10/18,,3658.55 ,603,
2012/10/19,108.61,3647.31 ,,
2012/10/22,,3708.42 ,,
2012/10/23,,3649.80 ,,
2012/10/24,,3670.28 ,,
2012/10/25,,3666.99 ,,
2012/10/26,109.75,3671.16 ,603,
2012/10/29,,3621.77 ,,
2012/10/30,,3625.82 ,,
2012/10/31,,3631.58 ,,
2012/11/1,,3674.11 ,,
2012/11/2,110.32,3673.08 ,613,
2012/11/5,,3642.11 ,,
2012/11/6,,3642.83 ,,
2012/11/7,,3638.28 ,621,
2012/11/8,,3631.05 ,,
2012/11/9,109.92,3645.30 ,,
2012/11/12,,3677.98 ,,
2012/11/13,,3657.33 ,,
2012/11/14,,3650.68 ,,
2012/11/15,,3652.18 ,,
2012/11/16,108.72,3651.26 ,642,
2012/11/19,,3555.90 ,,
2012/11/20,,3563.15 ,,
2012/11/21,,3580.79 ,,
2012/11/22,,3575.05 ,,
2012/11/23,107.87,3581.79 ,631,
2012/11/26,,3563.59 ,,
2012/11/27,,3546.45 ,,
2012/11/28,,3533.70 ,,
2012/11/29,,3476.53 ,,
2012/11/30,106.73,3501.93 ,631,
2012/12/3,,3553.98 ,,
2012/12/4,,3563.37 ,,
2012/12/5,,3619.62 ,,
2012/12/6,,3596.70 ,,
2012/12/7,104.02,3656.02 ,631,
2012/12/10,,3679.48 ,,
2012/12/11,,3665.10 ,,
2012/12/12,,3691.32 ,,
2012/12/13,,3684.80 ,,
2012/12/14,104.45,3785.48 ,634,
2012/12/17,,3811.72 ,,
2012/12/18,,3819.03 ,,
2012/12/19,,3817.21 ,,
2012/12/20,,3787.96 ,,
2012/12/21,105.76,3791.82 ,642,
2012/12/24,,3789.00 ,,
2012/12/25,,3871.75 ,,
2012/12/26,,3876.65 ,,
2012/12/27,,3867.74 ,,
2012/12/28,105.13,3913.34 ,648,
2012/12/31,,3985.48 ,,
2013/1/4,,3988.02 ,,
2013/1/5,,,655,
2013/1/6,108.58,,,
2013/1/7,,4002.48 ,,
2013/1/8,,4008.35 ,,
2013/1/9,,3996.53 ,,
2013/1/10,,4018.23 ,,
2013/1/11,109.75,3924.23 ,666,
2013/1/14,,4002.48 ,,
2013/1/15,,3976.32 ,,
2013/1/16,,3934.63 ,,
2013/1/17,,3946.77 ,,
2013/1/18,108.87,4002.38 ,669,
2013/1/21,,3966.05 ,,
2013/1/22,,3987.98 ,,
2013/1/23,,4053.71 ,,
2013/1/24,,4033.13 ,,
2013/1/25,107.47,4077.79 ,669,
2013/1/28,,4072.07 ,,
2013/1/29,,4073.18 ,,
2013/1/30,,4119.48 ,,
2013/1/31,,4133.23 ,,
2013/2/1,107.95,4174.24 ,680,
2013/2/4,,4226.86 ,,
2013/2/5,,4187.02 ,,
2013/2/6,,4147.44 ,687,
2013/2/7,,4183.37 ,,
2013/2/8,110.12,4201.93 ,,
2013/2/16,,,693,
2013/2/18,,4120.74 ,,
2013/2/19,,4146.98 ,,
2013/2/20,,4142.92 ,,
2013/2/21,,4061.35 ,,
2013/2/22,112.26,4016.93 ,666,
2013/2/25,,3995.53 ,,
2013/2/26,,3943.34 ,,
2013/2/27,,3972.50 ,,
2013/2/28,,4037.83 ,653,
2013/3/1,110.52,4007.24 ,,
2013/3/4,,3899.67 ,,
2013/3/5,,3934.84 ,,
2013/3/6,,3933.64 ,,
2013/3/7,,3928.47 ,,
2013/3/8,109.49,3925.64 ,651,
2013/3/11,,3906.06 ,,
2013/3/12,,3891.57 ,,
2013/3/13,,3830.73 ,,
2013/3/14,,3763.83 ,,
2013/3/15,108.15,3857.07 ,624,
2013/3/18,,3827.07 ,,
2013/3/19,,3840.81 ,,
2013/3/20,,3867.30 ,,
2013/3/21,,3899.45 ,,
2013/3/22,107.35,3875.09 ,634,
2013/3/25,,3909.12 ,,
2013/3/26,,3879.76 ,,
2013/3/27,,3887.02 ,,
2013/3/28,,3822.59 ,,
2013/3/29,106.47,3808.45 ,617,
2013/4/1,,3721.67 ,,
2013/4/2,,3767.56 ,,
2013/4/3,,3796.75 ,,
2013/4/5,106.53,,,
2013/4/6,,,613,
2013/4/8,,3833.19 ,,
2013/4/9,,3844.94 ,,
2013/4/10,,3844.52 ,,
2013/4/11,,3822.82 ,,
2013/4/12,106.53,3835.84 ,626,
2013/4/15,,3736.64 ,,
2013/4/16,,3748.13 ,,
2013/4/17,,3697.81 ,,
2013/4/18,,3649.76 ,,
2013/4/19,105.99,3684.52 ,602,
2013/4/22,,3645.98 ,,
2013/4/23,,3599.32 ,,
2013/4/24,,3644.01 ,,
2013/4/25,,3646.99 ,,
2013/4/26,105.07,3599.89 ,600,
2013/5/2,,3542.07 ,,
2013/5/3,104.3,3580.99 ,,
2013/5/6,,3621.77 ,,
2013/5/7,,3623.97 ,,
2013/5/8,,3668.71 ,,
2013/5/9,,3620.85 ,,
2013/5/10,103.99,3638.77 ,585,
2013/5/13,,3656.14 ,,
2013/5/14,,3632.88 ,,
2013/5/15,,3554.72 ,,
2013/5/16,,3550.55 ,,
2013/5/17,103.53,3624.41 ,580,
2013/5/20,,3608.31 ,,
2013/5/21,,3592.72 ,,
2013/5/22,,3596.84 ,,
2013/5/23,,3555.76 ,570,
2013/5/24,103.02,3574.04 ,,
2013/5/27,,3499.74 ,,
2013/5/28,,3494.96 ,,
2013/5/29,,3443.48 ,,
2013/5/30,,3443.02 ,555,
2013/5/31,102,3421.30 ,,
2013/6/3,,3490.38 ,,
2013/6/4,,3486.57 ,,
2013/6/5,,3491.20 ,,
2013/6/6,,3428.85 ,,
2013/6/7,100.2,3429.87 ,560,
2013/6/13,,3430.55 ,,
2013/6/14,,3434.15 ,559,
2013/6/15,98.38,,,
2013/6/17,,3488.03 ,,
2013/6/18,,3496.65 ,,
2013/6/19,,3536.94 ,,
2013/6/20,,3493.29 ,,
2013/6/21,97.73,3535.81 ,563,
2013/6/24,,3469.19 ,,
2013/6/25,,3475.53 ,,
2013/6/26,,3441.88 ,,
2013/6/27,,3495.13 ,,
2013/6/28,97.31,3509.14 ,563,
2013/7/1,,3507.70 ,,
2013/7/2,,3533.41 ,,
2013/7/3,,3589.29 ,,
2013/7/4,,3593.42 ,,
2013/7/5,96.97,3592.14 ,579,
2013/7/8,,3582.03 ,,
2013/7/9,,3575.04 ,,
2013/7/10,,3614.42 ,,
2013/7/11,,3622.26 ,,
2013/7/12,98.79,3633.09 ,582,
2013/7/15,,3639.13 ,,
2013/7/16,,3653.81 ,,
2013/7/17,,3656.83 ,,
2013/7/18,,3656.00 ,,
2013/7/19,99.85,3668.53 ,588,
2013/7/22,,3657.35 ,,
2013/7/23,,3667.42 ,,
2013/7/24,,3675.30 ,,
2013/7/25,,3667.15 ,594,
2013/7/26,101.31,3652.04 ,,
2013/7/29,,3623.15 ,,
2013/7/30,,3619.64 ,,
2013/7/31,,3629.56 ,,
2013/8/1,,3634.07 ,587,
2013/8/2,101.38,3662.61 ,,
2013/8/5,,3671.45 ,,
2013/8/6,,3677.25 ,,
2013/8/7,,3702.69 ,,
2013/8/8,,3733.61 ,,
2013/8/9,101.15,3744.99 ,596,
2013/8/12,,3800.13 ,,
2013/8/13,,3827.14 ,,
2013/8/14,,3809.85 ,,
2013/8/15,,3808.37 ,,
2013/8/16,102.96,3798.48 ,598,
2013/8/19,,3799.53 ,,
2013/8/20,,3785.83 ,,
2013/8/21,,3778.52 ,,
2013/8/22,,3758.58 ,593,
2013/8/23,103.99,3805.39 ,,
2013/8/26,,3801.22 ,,
2013/8/27,,3806.02 ,,
2013/8/28,,3756.16 ,,
2013/8/29,,3738.96 ,,
2013/8/30,103.87,3742.34 ,593,
2013/9/2,,3774.94 ,,
2013/9/3,,3737.27 ,,
2013/9/4,,3730.41 ,,
2013/9/5,,3725.96 ,,
2013/9/6,103.4,3717.29 ,592,
2013/9/9,,3745.88 ,,
2013/9/10,,3730.63 ,,
2013/9/11,,3722.97 ,,
2013/9/12,,3709.68 ,,
2013/9/13,103.43,3656.12 ,580,
2013/9/16,,3646.22 ,,
2013/9/17,,3646.71 ,,
2013/9/18,,3634.18 ,577,
2013/9/20,102.67,,,
2013/9/23,,3656.80 ,,
2013/9/24,,3629.06 ,,
2013/9/25,,3628.59 ,,
2013/9/26,,3616.10 ,577,
2013/9/27,101.25,3580.57 ,,
2013/9/30,,3592.55 ,,
2013/10/8,,3605.05 ,,
2013/10/9,,3598.93 ,,
2013/10/10,,3608.89 ,,
2013/10/11,100.27,3613.63 ,575,
2013/10/14,,3643.54 ,,
2013/10/15,,3628.71 ,,
2013/10/16,,3598.23 ,,
2013/10/17,,3591.05 ,,
2013/10/18,100.39,3596.02 ,573,
2013/10/21,,3599.17 ,,
2013/10/22,,3591.92 ,,
2013/10/23,,3578.06 ,571,
2013/10/24,,3561.05 ,,
2013/10/25,99.91,3530.73 ,,
2013/10/28,,3531.49 ,,
2013/10/29,,3549.34 ,,
2013/10/30,,3587.97 ,,
2013/10/31,,3578.78 ,,
2013/11/1,99.94,3622.41 ,568,
2013/11/4,,3629.87 ,,
2013/11/5,,3627.91 ,,
2013/11/6,,3607.07 ,,
2013/11/7,,3653.74 ,,
2013/11/8,101.98,3638.75 ,579,
2013/11/11,,3643.28 ,,
2013/11/12,,3644.04 ,,
2013/11/13,,3624.71 ,,
2013/11/14,,3599.66 ,576,
2013/11/15,102.84,3576.21 ,,
2013/11/18,,3578.10 ,,
2013/11/19,,3609.89 ,,
2013/11/20,,3631.34 ,,
2013/11/21,,3601.52 ,,
2013/11/22,102.71,3603.40 ,573,
2013/11/25,,3622.70 ,,
2013/11/26,,3648.05 ,,
2013/11/27,,3640.05 ,,
2013/11/28,,3659.61 ,,
2013/11/29,102.02,3659.86 ,573,
2013/12/2,,3687.42 ,,
2013/12/3,,3702.71 ,,
2013/12/4,,3707.62 ,,
2013/12/5,,3689.57 ,,
2013/12/6,101.97,3695.14 ,578,
2013/12/9,,3717.51 ,,
2013/12/10,,3713.77 ,,
2013/12/11,,3736.10 ,,
2013/12/12,,3727.57 ,,
2013/12/13,102.17,3680.11 ,582,
2013/12/16,,3676.34 ,,
2013/12/17,,3670.47 ,,
2013/12/18,,3663.97 ,,
2013/12/19,,3658.98 ,,
2013/12/20,102.9,3638.23 ,582,
2013/12/23,,3621.37 ,,
2013/12/24,,3638.68 ,,
2013/12/25,,3616.06 ,,
2013/12/26,,3618.45 ,,
2013/12/27,101.95,3626.58 ,580,
2013/12/30,,3590.96 ,,
2013/12/31,,3590.02 ,,
2014/1/2,,3612.84 ,578,
2014/1/3,101.29,3566.90 ,,
2014/1/6,,3542.39 ,,
2014/1/7,,3494.40 ,,
2014/1/8,,3497.43 ,,
2014/1/9,,3484.98 ,,
2014/1/10,100.4,3517.86 ,574,
2014/1/13,,3488.68 ,,
2014/1/14,,3518.92 ,,
2014/1/15,,3523.77 ,,
2014/1/16,,3509.83 ,578,
2014/1/17,99.44,3495.88 ,,
2014/1/20,,3476.96 ,,
2014/1/21,,3435.01 ,,
2014/1/22,,3451.09 ,,
2014/1/23,,3489.65 ,,
2014/1/24,98.92,3514.48 ,567,
2014/1/27,,3503.08 ,,
2014/1/28,,3464.01 ,567,
2014/1/29,,3472.94 ,,
2014/1/30,98.63,3484.53 ,,
2014/2/7,,3443.02 ,,
2014/2/8,,,566,
2014/2/10,,3455.26 ,,
2014/2/11,,3419.78 ,,
2014/2/12,,3425.67 ,,
2014/2/13,,3430.47 ,,
2014/2/14,98.24,3452.72 ,562,
2014/2/17,,3496.91 ,,
2014/2/18,,3473.97 ,,
2014/2/19,,3479.41 ,,
2014/2/20,,3437.15 ,565,
2014/2/21,97.33,3432.06 ,,
2014/2/24,,3374.91 ,,
2014/2/25,,3359.84 ,,
2014/2/26,,3366.95 ,,
2014/2/27,,3391.85 ,,
2014/2/28,96.69,3368.23 ,553,
2014/3/3,,3379.34 ,,
2014/3/4,,3365.90 ,,
2014/3/5,,3380.88 ,,
2014/3/6,,3351.60 ,,
2014/3/7,96.04,3301.00 ,553,
2014/3/10,,3193.88 ,,
2014/3/11,,3207.62 ,,
2014/3/12,,3229.75 ,,
2014/3/13,,3261.41 ,540,
2014/3/14,95.23,3240.31 ,,
2014/3/17,,3212.44 ,,
2014/3/18,,3226.53 ,,
2014/3/19,,3234.40 ,,
2014/3/20,,3226.08 ,534,
2014/3/21,94.7,3218.86 ,,3325.22 
2014/3/24,,3213.08 ,,3330.55 
2014/3/25,,3286.11 ,,3379.66 
2014/3/26,,3272.35 ,,3376.99 
2014/3/27,,3267.08 ,,3363.83 
2014/3/28,94.26,3303.36 ,534,3383.79 
2014/3/31,,3325.18 ,,3412.50 
2014/4/1,,3327.96 ,,3416.11 
2014/4/2,,3314.65 ,,3392.15 
2014/4/3,,3333.62 ,,3411.75 
2014/4/4,94.47,3369.74 ,538,3441.54 
2014/4/8,,3411.52 ,,3481.53 
2014/4/9,,3382.98 ,,3454.18 
2014/4/10,,3368.30 ,547,3447.79 
2014/4/11,95.4,3360.08 ,,3435.62 
2014/4/14,,3360.22 ,,3439.56 
2014/4/15,,3369.49 ,,3449.55 
2014/4/16,,3330.32 ,,3420.64 
2014/4/17,,3325.49 ,542,3414.77 
2014/4/18,96.62,3247.33 ,,3356.68 
2014/4/21,,3237.49 ,,3342.43 
2014/4/22,,3246.38 ,,3356.13 
2014/4/23,,3268.83 ,,3381.30 
2014/4/24,,3285.56 ,537,3391.02 
2014/4/25,95.94,3279.21 ,,3379.39 
2014/4/28,,3225.21 ,,3337.07 
2014/4/29,,3248.53 ,,3360.32 
2014/4/30,,3225.17 ,,3343.22 
2014/5/2,95.68,,,
2014/5/5,,3236.15 ,,3351.21 
2014/5/6,,3221.97 ,,3343.49 
2014/5/7,,3189.04 ,,3331.98 
2014/5/8,,3176.19 ,,3312.22 
2014/5/9,95.43,3163.71 ,537,3318.35 
2014/5/12,,3188.69 ,,3334.51 
2014/5/13,,3163.05 ,,3326.53 
2014/5/14,,3164.47 ,,3324.73 
2014/5/15,,3130.41 ,538,3301.43 
2014/5/16,94.37,3088.46 ,,3272.90 
2014/5/19,,3078.93 ,,3265.78 
2014/5/20,,3067.69 ,,3262.88 
2014/5/21,,3076.14 ,,3274.96 
2014/5/22,,3081.50 ,,3280.59 
2014/5/23,93.52,3087.38 ,538,3282.69 
2014/5/26,,3143.64 ,,3327.37 
2014/5/27,,3144.75 ,,3340.71 
2014/5/28,,3115.01 ,542,3312.51 
2014/5/29,,3110.27 ,,3308.46 
2014/5/30,93.1,3059.06 ,,3265.39 
2014/6/3,,3058.56 ,,3269.39 
2014/6/4,,3063.90 ,,3264.15 
2014/6/5,,3069.37 ,541,3272.28 
2014/6/6,93.15,3080.60 ,,3283.55 
2014/6/9,,3068.24 ,,3264.76 
2014/6/10,,3070.10 ,,3270.39 
2014/6/11,,3050.69 ,,3262.76 
2014/6/12,,3030.62 ,,3248.38 
2014/6/13,92.68,3031.92 ,545,3250.05 
2014/6/16,,3005.16 ,,3228.34 
2014/6/17,,3022.88 ,,3240.23 
2014/6/18,,3013.72 ,,3265.58 
2014/6/19,,3015.77 ,,3267.06 
2014/6/20,91.76,3050.69 ,543,3279.98 
2014/6/23,,3075.29 ,,3299.17 
2014/6/24,,3067.61 ,,3282.22 
2014/6/25,,3081.82 ,,3288.14 
2014/6/26,,3116.44 ,543,3320.92 
2014/6/27,91.31,3089.91 ,,3304.97 
2014/6/30,,3075.18 ,,3287.41 
2014/7/1,,3074.26 ,,3295.34 
2014/7/2,,3103.57 ,,3309.22 
2014/7/3,,3091.54 ,,3311.85 
2014/7/4,91.08,3094.06 ,546,3307.60 
2014/7/7,,3082.83 ,,3295.60 
2014/7/8,,3108.80 ,,3312.89 
2014/7/9,,3088.50 ,,3299.85 
2014/7/10,,3105.55 ,,3328.78 
2014/7/11,90.72,3120.53 ,548,3342.56 
2014/7/14,,3138.24 ,,3364.10 
2014/7/15,,3138.01 ,,3360.43 
2014/7/16,,3128.34 ,,3344.69 
2014/7/17,,3117.28 ,549,3328.39 
2014/7/18,90.76,3056.14 ,,3276.81 
2014/7/21,,3047.45 ,,3284.59 
2014/7/22,,3051.50 ,,3287.26 
2014/7/23,,3045.06 ,545,3278.97 
2014/7/24,,3041.73 ,,3287.42 
2014/7/25,90.63,3053.65 ,,3293.47 
2014/7/28,,3082.01 ,,3299.43 
2014/7/29,,3108.55 ,,3318.57 
2014/7/30,,3078.53 ,,3298.23 
2014/7/31,,3077.26 ,,3288.79 
2014/8/1,90.08,3074.01 ,546,3280.60 
2014/8/4,,3109.72 ,,3291.32 
2014/8/5,,3108.26 ,,3309.65 
2014/8/6,,3107.77 ,547,3331.04 
2014/8/7,,3102.72 ,,3334.06 
2014/8/8,89.79,3091.11 ,,3314.50 
2014/8/11,,3066.75 ,,3307.74 
2014/8/12,,3067.60 ,,3316.00 
2014/8/13,,3048.62 ,,3301.69 
2014/8/14,,3026.25 ,,3269.19 
2014/8/15,89.48,3035.51 ,544,3284.30 
2014/8/18,,3015.94 ,,3264.92 
2014/8/19,,3020.73 ,541,3276.50 
2014/8/20,,2995.68 ,,3254.23 
2014/8/21,,2986.65 ,,3254.25 
2014/8/22,88.97,2990.26 ,,3214.16 
2014/8/25,,2978.60 ,,3188.71 
2014/8/26,,2983.13 ,,3166.41 
2014/8/27,,2968.90 ,525,3146.54 
2014/8/28,,2940.15 ,,3113.55 
2014/8/29,88.74,2940.45 ,,3150.84 
2014/9/1,,2917.06 ,,3123.87 
2014/9/2,,2912.95 ,,3112.16 
2014/9/3,,2858.62 ,,3078.98 
2014/9/4,,2842.15 ,,3041.22 
2014/9/5,87.4,2837.98 ,497,3035.73 
2014/9/9,,2772.42 ,,2959.17 
2014/9/10,,2782.92 ,,2976.63 
2014/9/11,,2761.06 ,,2939.46 
2014/9/12,85.3,2793.43 ,482,2968.62 
2014/9/15,,2830.60 ,,2997.00 
2014/9/16,,2794.29 ,,2951.02 
2014/9/17,,2809.48 ,490,2962.27 
2014/9/18,,2773.95 ,,2935.32 
2014/9/19,84.49,2719.41 ,,2884.53 
2014/9/22,,2625.24 ,,2797.44 
2014/9/23,,2624.88 ,,2813.05 
2014/9/24,,2624.02 ,,2835.94 
2014/9/25,,2554.34 ,,2796.49 
2014/9/26,82.71,2596.12 ,477,2839.89 
2014/9/29,,2534.07 ,,2807.86 
2014/9/30,,2537.61 ,,2819.38 
2014/10/8,,2519.44 ,,2773.43 
2014/10/9,,2556.77 ,499,2811.62 
2014/10/10,82.59,2579.76 ,,2839.96 
2014/10/11,82.59,,,
2014/10/13,,2662.64 ,,2919.15 
2014/10/14,,2649.60 ,,2893.71 
2014/10/15,,2653.26 ,488,2901.20 
2014/10/16,,2636.77 ,,2867.72 
2014/10/17,83.41,2627.76 ,,2859.75 
2014/10/20,,2638.61 ,,2895.46 
2014/10/21,,2615.89 ,,2873.76 
2014/10/22,,2572.25 ,,2865.68 
2014/10/23,,2552.94 ,,2833.61 
2014/10/24,85.66,2577.77 ,480,2857.21 
2014/10/27,,2578.70 ,,2860.60 
2014/10/28,,2578.65 ,,2842.59 
2014/10/29,,2614.92 ,,2859.33 
2014/10/30,,2612.69 ,482,2851.53 
2014/10/31,85.32,2589.03 ,,2855.26 
2014/11/3,,2560.68 ,480,2829.32 
2014/11/4,,2576.51 ,,2835.13 
2014/11/5,,2536.13 ,,2826.36 
2014/11/6,,2547.80 ,,2830.26 
2014/11/7,86.05,2557.77 ,,2834.22 
2014/11/10,,2581.49 ,482,2872.07 
2014/11/11,,2573.09 ,,2866.15 
2014/11/12,,2573.56 ,,2885.59 
2014/11/13,,2540.04 ,,2867.01 
2014/11/14,85.63,2543.49 ,,2872.68 
