指标名称,钢材价格指数:螺纹钢:Φ12-25,收盘价:螺纹指数,热卷:中国:市场价,收盘价:热卷指数
2014/11/17,,2532.66 ,,2869.09 
2014/11/18,,2458.82 ,,2855.71 
2014/11/19,,2461.44 ,,2851.92 
2014/11/20,,2453.00 ,,2873.31 
2014/11/21,84.6,2466.43 ,485,2872.32 
2014/11/24,,2451.84 ,,2871.66 
2014/11/25,,2464.30 ,,2875.38 
2014/11/26,,2461.32 ,,2871.28 
2014/11/27,,2548.61 ,486,2963.54 
2014/11/28,83.87,2554.25 ,,2941.71 
2014/12/1,,2526.85 ,,2959.81 
2014/12/2,,2510.08 ,,2942.74 
2014/12/3,,2537.98 ,,2947.29 
2014/12/4,,2570.14 ,494,2939.05 
2014/12/5,82.84,2563.92 ,,2953.23 
2014/12/8,,2546.85 ,,2945.84 
2014/12/9,,2561.04 ,,2938.02 
2014/12/10,,2567.18 ,,2948.40 
2014/12/11,,2569.76 ,,2957.61 
2014/12/12,81.88,2588.41 ,504,2976.02 
2014/12/15,,2573.11 ,,2967.28 
2014/12/16,,2550.99 ,,2937.88 
2014/12/17,,2543.63 ,,2929.68 
2014/12/18,,2552.69 ,502,2934.35 
2014/12/19,80.48,2573.15 ,,2938.01 
2014/12/22,,2520.66 ,,2906.76 
2014/12/23,,2476.40 ,,2858.00 
2014/12/24,,2503.67 ,,2895.38 
2014/12/25,,2488.18 ,,2880.44 
2014/12/26,79.55,2486.91 ,487,2875.42 
2014/12/29,,2526.20 ,,2904.20 
2014/12/30,,2612.85 ,,2971.62 
2014/12/31,,2597.37 ,,2944.24 
2015/1/5,,2564.39 ,,2932.81 
2015/1/6,,2622.04 ,,2948.77 
2015/1/7,,2588.83 ,486,2939.12 
2015/1/8,,2582.66 ,,2920.97 
2015/1/9,77.96,2560.60 ,,2889.56 
2015/1/12,,2504.86 ,,2827.45 
2015/1/13,,2512.24 ,,2781.48 
2015/1/14,,2489.83 ,,2697.46 
2015/1/15,,2520.32 ,455,2739.31 
2015/1/16,76.43,2512.83 ,,2681.49 
2015/1/19,,2517.83 ,,2665.73 
2015/1/20,,2490.46 ,,2643.37 
2015/1/21,,2475.96 ,,2639.26 
2015/1/22,,2482.74 ,426,2631.38 
2015/1/23,74.46,2487.56 ,,2609.72 
2015/1/26,,2455.67 ,,2560.34 
2015/1/27,,2461.86 ,,2550.36 
2015/1/28,,2478.74 ,,2593.95 
2015/1/29,,2512.16 ,412,2621.72 
2015/1/30,73.22,2503.11 ,,2599.92 
2015/2/2,,2502.54 ,,2591.99 
2015/2/3,,2491.57 ,,2586.03 
2015/2/4,,2488.83 ,,2574.11 
2015/2/5,,2494.47 ,404,2578.08 
2015/2/6,71.92,2516.14 ,,2584.04 
2015/2/9,,2501.66 ,,2574.10 
2015/2/10,,2513.55 ,,2582.05 
2015/2/11,,2514.76 ,,2601.94 
2015/2/12,,2510.66 ,,2595.55 
2015/2/13,70.97,2532.48 ,405,2609.11 
2015/2/16,,2546.16 ,,2623.68 
2015/2/17,,2542.41 ,,2611.04 
2015/2/25,,2508.77 ,,2593.47 
2015/2/26,,2532.54 ,404,2609.42 
2015/2/27,,2499.32 ,,2583.19 
2015/2/28,71.22,,,
2015/3/2,,2520.40 ,407,2593.15 
2015/3/3,,2514.38 ,,2583.20 
2015/3/4,,2509.48 ,,2589.31 
2015/3/5,,2484.50 ,,2561.48 
2015/3/6,70.78,2452.45 ,,2547.51 
2015/3/9,,2444.64 ,,2525.69 
2015/3/10,,2405.29 ,,2498.39 
2015/3/11,,2423.83 ,,2494.28 
2015/3/12,,2447.50 ,386,2510.35 
2015/3/13,70.01,2447.69 ,,2504.17 
2015/3/16,,2477.64 ,,2531.06 
2015/3/17,,2472.96 ,,2537.14 
2015/3/18,,2457.27 ,,2508.71 
2015/3/19,,2457.63 ,,2514.14 
2015/3/20,71.17,2457.09 ,392,2514.23 
2015/3/23,,2526.37 ,,2563.41 
2015/3/24,,2525.11 ,402,2563.14 
2015/3/25,,2493.97 ,,2548.79 
2015/3/26,,2476.19 ,,2535.38 
2015/3/27,74.39,2467.68 ,,2522.05 
2015/3/30,,2445.88 ,,2503.01 
2015/3/31,,2426.01 ,398,2493.25 
2015/4/1,,2388.28 ,,2466.63 
2015/4/2,,2343.50 ,,2427.66 
2015/4/3,73.45,2342.65 ,,2414.51 
2015/4/7,,2310.49 ,384,2363.00 
2015/4/8,,2323.21 ,,2377.13 
2015/4/9,,2289.35 ,,2349.44 
2015/4/10,72.02,2264.61 ,,2333.65 
2015/4/13,,2326.68 ,,2395.57 
2015/4/14,,2321.87 ,378,2390.71 
2015/4/15,,2296.56 ,,2362.51 
2015/4/16,,2317.20 ,,2380.58 
2015/4/17,71.17,2311.39 ,,2381.76 
2015/4/20,,2280.34 ,376,2352.44 
2015/4/21,,2280.67 ,,2359.63 
2015/4/22,,2326.44 ,,2406.12 
2015/4/23,,2322.56 ,,2414.42 
2015/4/24,70.54,2377.03 ,,2472.08 
2015/4/27,,2407.31 ,392,2492.13 
2015/4/28,,2397.28 ,,2484.53 
2015/4/29,,2340.67 ,,2446.60 
2015/4/30,71.22,2365.27 ,,2470.64 
2015/5/4,,2413.72 ,,2522.90 
2015/5/5,,2429.92 ,,2550.64 
2015/5/6,,2432.18 ,,2529.39 
2015/5/7,,2409.67 ,393,2491.78 
2015/5/8,70.78,2414.26 ,,2498.37 
2015/5/11,,2422.66 ,,2508.29 
2015/5/12,,2393.11 ,,2464.12 
2015/5/13,,2386.37 ,,2478.60 
2015/5/14,,2367.37 ,395,2464.32 
2015/5/15,69.82,2376.69 ,,2464.65 
2015/5/18,,2356.23 ,,2458.66 
2015/5/19,,2350.12 ,,2443.75 
2015/5/20,,2319.84 ,,2412.66 
2015/5/21,,2350.33 ,,2439.72 
2015/5/22,68.35,2357.20 ,386,2454.22 
2015/5/25,,2354.35 ,,2455.35 
2015/5/26,,2358.85 ,,2464.62 
2015/5/27,,2363.31 ,,2470.20 
2015/5/28,,2364.63 ,,2460.46 
2015/5/29,67.67,2370.44 ,386,2460.68 
2015/6/1,,2382.98 ,,2482.41 
2015/6/2,,2386.79 ,,2479.09 
2015/6/3,,2360.27 ,,2460.96 
2015/6/4,,2367.11 ,,2460.00 
2015/6/5,66.57,2352.13 ,384,2449.26 
2015/6/8,,2344.25 ,,2440.80 
2015/6/9,,2346.27 ,,2449.90 
2015/6/10,,2347.43 ,,2460.57 
2015/6/11,,2364.73 ,,2464.03 
2015/6/12,65.53,2309.55 ,380,2402.82 
2015/6/15,,2291.40 ,,2384.54 
2015/6/16,,2256.48 ,,2349.95 
2015/6/17,,2234.60 ,,2320.98 
2015/6/18,,2256.16 ,,2337.70 
2015/6/19,64.29,2257.74 ,369,2344.29 
2015/6/23,,2250.97 ,,2331.78 
2015/6/24,,2254.57 ,,2335.67 
2015/6/25,,2232.87 ,,2298.69 
2015/6/26,62.59,2230.37 ,359,2292.47 
2015/6/29,,2202.03 ,,2274.71 
2015/6/30,,2158.85 ,,2227.08 
2015/7/1,,2151.92 ,,2214.23 
2015/7/2,,2159.11 ,,2208.45 
2015/7/3,60.97,2154.15 ,343,2217.02 
2015/7/6,,2057.91 ,,2120.16 
2015/7/7,,1972.42 ,,2049.43 
2015/7/8,,1911.31 ,,1983.65 
2015/7/9,,2026.14 ,,2074.43 
2015/7/10,58.78,2036.11 ,327,2077.87 
2015/7/13,,2033.96 ,,2045.28 
2015/7/14,,2035.17 ,,2045.31 
2015/7/15,,2017.60 ,,2031.56 
2015/7/16,,2028.32 ,,2038.86 
2015/7/17,58.99,2032.29 ,316,2044.82 
2015/7/20,,2096.72 ,,2116.38 
2015/7/21,,2069.25 ,,2084.50 
2015/7/22,,2021.34 ,,2038.65 
2015/7/23,,2037.30 ,,2048.77 
2015/7/24,60.21,2028.78 ,321,2044.06 
2015/7/27,,2060.08 ,,2065.48 
2015/7/28,,2060.74 ,,2064.77 
2015/7/29,,2103.80 ,,2081.54 
2015/7/30,60.54,2083.21 ,,2055.22 
2015/7/31,,2101.66 ,319,2056.93 
2015/8/3,,2088.14 ,,2069.03 
2015/8/4,,2104.68 ,,2086.07 
2015/8/5,,2105.11 ,,2096.01 
2015/8/6,,2086.44 ,,2092.44 
2015/8/7,64.06,2072.34 ,327,2079.84 
2015/8/10,,2053.71 ,,2071.73 
2015/8/11,,2056.46 ,,2065.36 
2015/8/12,,2075.76 ,,2076.04 
2015/8/13,,2098.56 ,314,2086.19 
2015/8/14,64.57,2091.32 ,,2092.72 
2015/8/17,,2066.12 ,,2069.16 
2015/8/18,,2056.43 ,,2070.82 
2015/8/19,,2050.51 ,,2047.63 
2015/8/20,,2032.09 ,,2034.93 
2015/8/21,65.19,2025.35 ,311,2032.05 
2015/8/24,,1938.03 ,,1938.11 
2015/8/25,,1937.62 ,,1938.55 
2015/8/26,,1942.43 ,,1942.16 
2015/8/27,,1971.35 ,,1961.12 
2015/8/28,62.97,1978.25 ,306,1973.74 
2015/8/31,,1954.41 ,,1953.81 
2015/9/1,,1963.76 ,,1958.00 
2015/9/2,,1955.84 ,,1955.68 
2015/9/3,61.94,,,
2015/9/6,,,306,
2015/9/7,,1922.28 ,,1933.21 
2015/9/8,,1949.67 ,,1947.08 
2015/9/9,,1951.45 ,,1951.59 
2015/9/10,,1959.38 ,,1958.59 
2015/9/11,61.41,1948.13 ,306,1955.34 
2015/9/14,,1934.00 ,,1937.15 
2015/9/15,,1914.83 ,,1915.73 
2015/9/16,,1938.23 ,,1936.08 
2015/9/17,,1931.25 ,,1934.34 
2015/9/18,60.61,1926.88 ,303,1932.75 
2015/9/21,,1908.65 ,,1918.25 
2015/9/22,,1896.26 ,,1911.29 
2015/9/23,,1905.62 ,,1917.12 
2015/9/24,,1895.68 ,,1911.91 
2015/9/25,60.03,1893.06 ,300,1911.36 
2015/9/28,,1861.73 ,,1880.35 
2015/9/29,,1836.51 ,300,1863.73 
2015/9/30,59.64,1826.19 ,,1846.82 
2015/10/8,,1832.65 ,,1853.99 
2015/10/9,,1860.35 ,299,1881.04 
2015/10/12,,1854.90 ,,1880.67 
2015/10/13,,1846.17 ,,1876.78 
2015/10/14,,1836.82 ,,1876.19 
2015/10/15,,1840.94 ,,1877.94 
2015/10/16,59.59,1835.81 ,305,1872.08 
2015/10/19,,1814.88 ,,1848.37 
2015/10/20,,1808.70 ,,1851.54 
2015/10/21,,1807.64 ,,1855.46 
2015/10/22,,1806.41 ,,1849.97 
2015/10/23,59.3,1801.74 ,301,1845.88 
2015/10/26,,1797.42 ,,1837.74 
2015/10/27,,1803.46 ,,1832.17 
2015/10/28,,1794.30 ,,1820.51 
2015/10/29,,1796.87 ,,1817.31 
2015/10/30,59.39,1788.22 ,298,1820.99 
2015/11/2,,1791.54 ,,1820.24 
2015/11/3,,1777.58 ,297,1791.51 
2015/11/4,,1779.51 ,,1787.10 
2015/11/5,,1776.81 ,,1771.93 
2015/11/6,59.93,1788.32 ,,1771.31 
2015/11/9,,1795.82 ,289,1791.93 
2015/11/10,,1790.36 ,,1786.88 
2015/11/11,,1770.79 ,,1772.58 
2015/11/12,,1763.39 ,,1776.02 
2015/11/13,59.07,1760.02 ,,1771.04 
2015/11/16,,1756.64 ,289,1775.76 
2015/11/17,,1753.90 ,,1779.97 
2015/11/18,,1735.83 ,,1762.21 
2015/11/19,,1707.14 ,,1731.82 
2015/11/20,57.88,1697.34 ,,1728.57 
2015/11/23,,1659.45 ,286,1701.76 
2015/11/24,,1668.65 ,,1725.00 
2015/11/25,,1674.19 ,,1737.02 
2015/11/26,,1677.15 ,,1743.24 
2015/11/27,55.97,1655.73 ,,1715.23 
2015/11/30,,1624.40 ,281,1684.92 
2015/12/1,,1629.16 ,,1702.26 
2015/12/2,,1654.94 ,,1732.01 
2015/12/3,,1631.32 ,,1713.26 
2015/12/4,54.84,1641.98 ,,1738.77 
2015/12/7,,1662.13 ,284,1746.03 
2015/12/8,,1648.91 ,,1732.77 
2015/12/9,,1650.88 ,,1736.43 
2015/12/10,,1642.48 ,,1740.25 
2015/12/11,53.93,1652.52 ,,1759.53 
2015/12/14,,1659.98 ,285,1796.29 
2015/12/15,,1655.86 ,,1787.10 
2015/12/16,,1671.26 ,,1816.28 
2015/12/17,,1678.56 ,,1834.27 
2015/12/18,53.02,1713.12 ,,1869.70 
2015/12/21,,1752.51 ,293,1905.52 
2015/12/22,,1736.75 ,,1875.56 
2015/12/23,,1723.59 ,,1854.36 
2015/12/24,,1731.03 ,,1868.74 
2015/12/25,55.02,1742.59 ,,1875.98 
2015/12/28,,1745.54 ,304,1870.66 
2015/12/29,,1784.29 ,,1913.26 
2015/12/30,,1782.60 ,,1933.84 
2015/12/31,55.5,1786.22 ,,1950.28 
2016/1/4,,1779.04 ,317,1930.50 
2016/1/5,,1790.09 ,,1959.16 
2016/1/6,,1776.70 ,,1936.44 
2016/1/7,,1774.55 ,,1925.37 
2016/1/8,57.74,1760.60 ,,1883.24 
2016/1/11,,1758.87 ,306,1878.35 
2016/1/12,,1740.98 ,,1858.28 
2016/1/13,,1740.63 ,,1858.55 
2016/1/14,,1759.03 ,,1882.07 
2016/1/15,56.57,1777.81 ,,1898.95 
2016/1/18,,1827.38 ,,1937.26 
2016/1/19,,1839.74 ,,1949.22 
2016/1/20,,1818.09 ,,1929.15 
2016/1/21,,1808.27 ,,1923.16 
2016/1/22,57.14,1822.55 ,,1934.23 
2016/1/25,,1838.99 ,304,1938.38 
2016/1/26,,1843.94 ,,1944.92 
2016/1/27,,1860.56 ,,1944.91 
2016/1/28,,1815.06 ,,1897.92 
2016/1/29,56.64,1814.15 ,,1908.89 
2016/2/1,,1819.02 ,304,1923.58 
2016/2/2,,1814.97 ,,1917.77 
2016/2/3,,1825.24 ,,1922.67 
2016/2/4,,1850.39 ,,1963.72 
2016/2/5,56.32,1842.37 ,,1944.01 
2016/2/15,,1870.89 ,308,1956.01 
2016/2/16,,1864.09 ,,1969.00 
2016/2/17,,1860.13 ,,1961.09 
2016/2/18,,1868.21 ,,1974.83 
2016/2/19,57.2,1889.39 ,,1991.83 
2016/2/22,,1948.45 ,318,2082.49 
2016/2/23,,1919.96 ,,2057.39 
2016/2/24,,1919.56 ,,2062.46 
2016/2/25,,1916.23 ,,2052.56 
2016/2/26,59.47,1909.62 ,,2058.03 
2016/2/29,,1952.09 ,,2088.10 
2016/3/1,,1977.08 ,,2108.21 
2016/3/2,,1985.80 ,,2109.25 
2016/3/3,,1967.19 ,332,2125.77 
2016/3/4,59.57,1990.15 ,,2172.56 
2016/3/7,,2071.99 ,384,2254.33 
2016/3/8,,2192.03 ,,2387.00 
2016/3/9,,2080.02 ,,2215.85 
2016/3/10,,2106.39 ,,2264.94 
2016/3/11,69.79,2049.22 ,,2225.94 
2016/3/14,,2005.84 ,356,2190.49 
2016/3/15,,1988.36 ,,2152.92 
2016/3/16,,2026.56 ,,2173.45 
2016/3/17,,2095.08 ,,2251.27 
2016/3/18,65.01,2127.89 ,,2307.20 
2016/3/21,,2156.41 ,,2342.76 
2016/3/22,,2170.49 ,,2341.70 
2016/3/23,,2210.77 ,,2382.64 
2016/3/24,,2147.08 ,,2306.63 
2016/3/25,67.29,2214.20 ,370,2382.32 
2016/3/28,,2164.67 ,,2316.41 
2016/3/29,,2184.78 ,,2341.67 
2016/3/30,,2135.51 ,,2306.43 
2016/3/31,,2151.53 ,,2344.93 
2016/4/1,68.67,2204.08 ,378,2435.92 
2016/4/5,,2206.72 ,,2475.69 
2016/4/6,,2195.23 ,,2452.17 
2016/4/7,,2203.16 ,,2486.70 
2016/4/8,70.51,2209.25 ,406,2508.42 
2016/4/11,,2300.94 ,,2594.01 
2016/4/12,,2345.76 ,,2632.78 
2016/4/13,,2352.67 ,,2585.02 
2016/4/14,,2323.11 ,439,2544.12 
2016/4/15,78.44,2297.94 ,,2509.80 
2016/4/18,,2387.21 ,,2612.92 
2016/4/19,,2492.57 ,,2718.51 
2016/4/20,,2590.38 ,,2866.19 
2016/4/21,,2747.42 ,,2990.25 
2016/4/22,83.42,2615.06 ,494,2850.30 
2016/4/25,,2637.09 ,,2861.55 
2016/4/26,,2548.59 ,,2706.18 
2016/4/27,,2493.40 ,,2650.25 
2016/4/28,,2530.55 ,,2707.74 
2016/4/29,86.3,2571.75 ,476,2753.76 
2016/5/3,,2443.07 ,,2592.25 
2016/5/4,,2371.54 ,,2536.64 
2016/5/5,,2298.78 ,,2470.95 
2016/5/6,83.04,2326.25 ,435,2503.93 
2016/5/9,,2165.22 ,,2319.76 
2016/5/10,,2138.12 ,,2310.79 
2016/5/11,,2139.04 ,413,2317.71 
2016/5/12,,2068.89 ,,2252.83 
2016/5/13,74.48,2024.56 ,,2212.69 
2016/5/16,,2045.81 ,,2258.57 
2016/5/17,,2105.48 ,,2306.36 
2016/5/18,,2047.28 ,,2239.78 
2016/5/19,,2036.34 ,,2226.83 
2016/5/20,70.08,2055.20 ,406,2251.91 
2016/5/23,,1941.66 ,,2120.44 
2016/5/24,,1950.61 ,,2149.25 
2016/5/25,,1911.56 ,,2101.32 
2016/5/26,,1946.50 ,,2150.25 
2016/5/27,64.94,2024.29 ,385,2256.45 
2016/5/30,,1984.37 ,,2227.57 
2016/5/31,,1972.89 ,,2197.49 
2016/6/1,,1951.20 ,,2163.66 
2016/6/2,,1951.42 ,,2150.81 
2016/6/3,62.89,1985.12 ,382,2173.56 
2016/6/6,,2053.59 ,,2253.28 
2016/6/7,,2070.29 ,,2280.77 
2016/6/8,,2089.26 ,,2296.41 
2016/6/10,64.19,,,
2016/6/12,,,390,
2016/6/13,,2156.59 ,,2332.70 
2016/6/14,,2063.97 ,,2253.06 
2016/6/15,,2057.88 ,,2247.86 
2016/6/16,,2065.26 ,,2248.66 
2016/6/17,65.1,2066.80 ,385,2257.02 
2016/6/20,,2055.53 ,,2232.90 
2016/6/21,,2072.55 ,,2255.87 
2016/6/22,,2131.04 ,,2308.35 
2016/6/23,,2129.16 ,,2301.53 
2016/6/24,63.97,2116.59 ,379,2291.80 
2016/6/27,,2256.08 ,,2441.14 
2016/6/28,,2251.98 ,,2435.51 
2016/6/29,,2231.79 ,,2403.34 
2016/6/30,,2324.08 ,,2496.18 
2016/7/1,65.84,2334.29 ,387,2503.24 
2016/7/4,,2408.08 ,,2561.62 
2016/7/5,,2389.13 ,,2526.74 
2016/7/6,,2361.12 ,,2512.87 
2016/7/7,,2369.67 ,,2551.60 
2016/7/8,68.48,2423.74 ,395,2588.06 
2016/7/11,,2407.58 ,,2582.33 
2016/7/12,,2530.08 ,,2690.99 
2016/7/13,,2493.26 ,,2656.40 
2016/7/14,,2502.36 ,,2652.35 
2016/7/15,71.52,2504.41 ,405,2654.65 
2016/7/18,,2342.04 ,,2488.99 
2016/7/19,,2277.72 ,,2424.52 
2016/7/20,,2289.35 ,,2456.57 
2016/7/21,,2374.89 ,,2563.72 
2016/7/22,69.84,2291.66 ,390,2487.69 
2016/7/25,,2320.41 ,,2548.07 
2016/7/26,,2352.31 ,,2594.05 
2016/7/27,,2399.68 ,401,2616.32 
2016/7/28,,2461.40 ,,2666.89 
2016/7/29,69.95,2395.36 ,,2592.38 
2016/8/1,,2474.38 ,405,2692.01 
2016/8/2,,2489.93 ,,2681.34 
2016/8/3,,2470.46 ,,2665.06 
2016/8/4,,2426.37 ,,2616.64 
2016/8/5,71.61,2511.12 ,,2701.06 
2016/8/8,,2576.34 ,,2775.40 
2016/8/9,,2555.88 ,,2739.93 
2016/8/10,,2552.80 ,,2740.90 
2016/8/11,,2555.73 ,,2742.99 
2016/8/12,72.19,2537.05 ,407,2729.80 
2016/8/15,,2520.19 ,,2706.11 
2016/8/16,,2606.82 ,,2793.03 
2016/8/17,,2552.87 ,,2764.85 
2016/8/18,,2556.27 ,,2774.34 
2016/8/19,73.64,2560.57 ,417,2772.59 
2016/8/22,,2543.42 ,,2765.49 
2016/8/23,,2584.19 ,,2826.44 
2016/8/24,,2582.32 ,,2815.93 
2016/8/25,,2564.68 ,,2807.12 
2016/8/26,74.77,2504.97 ,428,2761.26 
2016/8/29,,2480.90 ,,2779.30 
2016/8/30,,2427.87 ,,2725.79 
2016/8/31,,2393.32 ,,2675.01 
2016/9/1,,2404.85 ,,2680.78 
2016/9/2,74.21,2407.63 ,410,2692.41 
2016/9/5,,2434.52 ,,2695.45 
2016/9/6,,2426.51 ,,2669.76 
2016/9/7,,2335.81 ,,2597.76 
2016/9/8,,2339.29 ,,2618.12 
2016/9/9,74.09,2340.76 ,417,2621.91 
2016/9/12,,2274.85 ,,2566.01 
2016/9/13,,2253.77 ,,2555.40 
2016/9/14,,2248.91 ,,2568.26 
2016/9/16,72.19,,,
2016/9/18,,,408,
2016/9/19,,2240.60 ,405,2554.94 
2016/9/20,,2265.11 ,,2559.59 
2016/9/21,,2259.07 ,,2540.65 
2016/9/22,,2284.17 ,,2573.88 
2016/9/23,71.4,2311.69 ,,2609.59 
2016/9/26,,2317.60 ,,2623.22 
2016/9/27,,2275.53 ,,2575.57 
2016/9/28,,2288.21 ,413,2588.87 
2016/9/29,,2277.15 ,,2569.89 
2016/9/30,71.7,2257.47 ,,2545.83 
2016/10/10,,2274.42 ,,2569.55 
2016/10/11,,2342.50 ,,2668.88 
2016/10/12,,2360.16 ,,2703.62 
2016/10/13,,2358.39 ,,2688.91 
2016/10/14,73.01,2401.26 ,428,2712.29 
2016/10/17,,2432.78 ,,2731.12 
2016/10/18,,2439.87 ,,2719.45 
2016/10/19,,2432.68 ,437,2745.73 
2016/10/20,,2481.57 ,,2795.13 
2016/10/21,75.86,2476.51 ,,2780.60 
2016/10/24,,2484.12 ,,2795.44 
2016/10/25,,2565.39 ,,2874.02 
2016/10/26,,2533.18 ,,2843.95 
2016/10/27,,2515.50 ,,2837.48 
2016/10/28,77.13,2588.99 ,449,2897.68 
2016/10/31,,2608.68 ,,2958.28 
2016/11/1,,2618.44 ,,3023.77 
2016/11/2,,2611.73 ,,3049.06 
2016/11/3,,2684.37 ,,3098.58 
2016/11/4,80.27,2705.25 ,482,3102.62 
2016/11/7,,2872.02 ,,3259.78 
2016/11/8,,2818.83 ,,3195.69 
2016/11/9,,3004.64 ,,3365.30 
2016/11/10,,2992.18 ,,3328.45 
2016/11/11,87.83,3130.76 ,519,3459.56 
2016/11/14,,2957.78 ,,3325.86 
2016/11/15,,2865.40 ,,3196.28 
2016/11/16,,2829.16 ,,3181.48 
2016/11/17,,2829.41 ,,3190.97 
2016/11/18,87.1,2782.25 ,486,3151.61 
2016/11/21,,2724.65 ,,3119.81 
2016/11/22,,2909.65 ,,3309.03 
2016/11/23,,2972.83 ,,3394.39 
2016/11/24,,2985.33 ,,3380.54 
2016/11/25,87.6,3199.18 ,512,3542.36 
2016/11/28,,3278.49 ,,3613.86 
2016/11/29,,3040.95 ,,3382.84 
2016/11/30,,2976.52 ,,3267.15 
2016/12/1,,3169.34 ,,3538.78 
2016/12/2,91.8,3114.54 ,515,3511.57 
2016/12/5,,3191.27 ,,3588.18 
2016/12/6,,3204.70 ,,3643.65 
2016/12/7,,3368.60 ,,3754.49 
2016/12/8,,3381.16 ,,3763.89 
2016/12/9,95.31,3332.05 ,558,3742.25 
2016/12/12,,3434.24 ,,3777.64 
2016/12/13,,3495.47 ,,3828.05 
2016/12/14,,3368.86 ,,3730.82 
2016/12/15,,3406.08 ,,3794.19 
2016/12/16,100.82,3287.88 ,581,3688.17 
2016/12/19,,3166.66 ,,3572.42 
2016/12/20,,3157.65 ,,3589.12 
2016/12/21,,3165.60 ,,3600.21 
2016/12/22,,3025.29 ,,3428.73 
2016/12/23,98.09,2983.90 ,561,3394.25 
2016/12/26,,2920.72 ,,3308.43 
2016/12/27,,3002.79 ,,3398.91 
2016/12/28,,2985.37 ,,3413.26 
2016/12/29,,2949.09 ,,3360.18 
2016/12/30,94.21,2864.69 ,544,3311.54 
2017/1/3,,2849.27 ,,3305.85 
2017/1/4,,2926.39 ,,3373.93 
2017/1/5,,2937.57 ,,3362.87 
2017/1/6,93.16,2907.73 ,543,3278.88 
2017/1/9,,3042.50 ,,3451.11 
2017/1/10,,3162.28 ,,3562.99 
2017/1/11,,3175.73 ,,3569.63 
2017/1/12,,3200.44 ,,3591.69 
2017/1/13,94.14,3186.95 ,554,3565.29 
2017/1/16,,3367.04 ,,3719.03 
2017/1/17,,3278.61 ,,3625.95 
2017/1/18,,3285.18 ,,3619.17 
2017/1/19,,3251.65 ,,3548.33 
2017/1/20,95.69,3190.17 ,550,3449.73 
2017/1/23,,3175.55 ,,3459.47 
2017/1/24,,3286.37 ,,3582.22 
2017/1/25,,3291.82 ,,3596.58 
2017/1/26,95.59,3359.67 ,552,3656.68 
2017/2/3,,3110.35 ,552,3379.78 
2017/2/6,,3079.12 ,,3381.19 
2017/2/7,,3158.05 ,,3464.79 
2017/2/8,,3234.30 ,,3528.73 
2017/2/9,,3198.01 ,,3484.93 
2017/2/10,96.73,3318.81 ,544,3615.61 
2017/2/13,,3425.96 ,,3724.74 
2017/2/14,,3429.71 ,,3723.17 
2017/2/15,,3379.59 ,,3671.48 
2017/2/16,,3369.16 ,,3647.69 
2017/2/17,100.92,3453.45 ,543,3732.02 
2017/2/20,,3522.56 ,,3752.67 
2017/2/21,,3550.58 ,,3769.09 
2017/2/22,,3502.31 ,,3670.69 
2017/2/23,,3460.63 ,,3599.02 
2017/2/24,106.95,3474.95 ,543,3581.47 
2017/2/27,,3583.52 ,,3711.51 
2017/2/28,,3441.83 ,,3535.42 
2017/3/1,,3510.23 ,,3580.16 
2017/3/2,,3521.53 ,,3564.15 
2017/3/3,110.41,3526.45 ,,3556.25 
2017/3/6,,3424.24 ,,3449.12 
2017/3/7,,3450.05 ,,3455.41 
2017/3/8,,3377.43 ,,3394.91 
2017/3/9,,3339.71 ,,3341.26 
2017/3/10,109.22,3348.66 ,,3379.37 
2017/3/13,,3538.21 ,,3518.05 
2017/3/14,,3519.80 ,,3474.24 
2017/3/15,,3577.48 ,,3544.38 
2017/3/16,,3562.87 ,,3533.26 
2017/3/17,111.09,3499.49 ,533,3492.25 
2017/3/20,,3481.89 ,,3474.15 
2017/3/21,,3359.26 ,,3390.78 
2017/3/22,,3250.43 ,,3277.13 
2017/3/23,,3247.16 ,,3261.41 
2017/3/24,108.85,3244.54 ,494,3275.09 
2017/3/27,,3140.65 ,,3161.06 
2017/3/28,,3120.32 ,,3146.44 
2017/3/29,,3220.03 ,,3252.92 
2017/3/30,,3197.37 ,,3234.47 
2017/3/31,106.6,3206.98 ,480,3213.96 
2017/4/5,,3264.06 ,,3217.23 
2017/4/6,,3202.24 ,,3198.98 
2017/4/7,106.54,3074.74 ,465,3123.76 
2017/4/10,,3038.87 ,,3108.38 
2017/4/11,,3012.03 ,,3064.49 
2017/4/12,,2916.38 ,,2936.96 
2017/4/13,,2940.16 ,,2970.32 
2017/4/14,100.48,2962.09 ,438,3001.52 
2017/4/17,,2930.93 ,,2992.90 
2017/4/18,,2833.16 ,,2896.73 
2017/4/19,,2856.50 ,,2906.61 
2017/4/20,,2892.31 ,,2939.61 
2017/4/21,96.58,2929.43 ,430,2967.46 
2017/4/24,,2926.48 ,,2960.75 
2017/4/25,,2946.77 ,,2994.96 
2017/4/26,,2965.27 ,,3023.93 
2017/4/27,,3011.90 ,,3063.50 
2017/4/28,98.41,3105.54 ,451,3148.05 
2017/5/2,,3126.67 ,,3140.90 
2017/5/3,,3122.18 ,,3110.63 
2017/5/4,,2921.62 ,,2890.28 
2017/5/5,101.65,2919.01 ,463,2885.67 
2017/5/8,,2984.87 ,,2929.26 
2017/5/9,,2994.42 ,,2893.46 
2017/5/10,,3052.55 ,,2928.08 
2017/5/11,,3037.09 ,,2949.53 
2017/5/12,103.64,2919.74 ,431,2839.99 
